geoid,year,Median monthly housing costs,% with 4year college degree,% unemployed,% manufacturing,% below poverty,% structures more than 30 years old,% households moved <10 years ago,% > 60 years old,% service industry,% vacant housing,% owner occupied housing,% multiunit structures,% < 18 years old,% black,% white,% Hispanic,% Asian,% foreign born,% health insurance,% without health insurance,Population,Housing units,Median Age,Median Age - Male,Median Age - Female,% male,% female,% male!!under 5 years,% male!!5 to 9 years,% male!!10 to 14 years,% male!!15 to 17 years,% male!!18 and 19 years,% male!!20 years,% male!!21 years,% male!!22 to 24 years,% male!!25 to 29 years,% male!!30 to 34 years,% male!!35 to 39 years,% male!!40 to 44 years,% male!!45 to 49 years,% male!!50 to 54 years,% male!!55 to 59 years,% male!!60 and 61 years,% male!!62 to 64 years,% male!!65 and 66 years,% male!!67 to 69 years,% male!!70 to 74 years,% male!!75 to 79 years,% male!!80 to 84 years,% male!!85 years and over,% female!!under 5 years,% female!!5 to 9 years,% female!!10 to 14 years,% female!!15 to 17 years,% female!!18 and 19 years,% female!!20 years,% female!!21 years,% female!!22 to 24 years,% female!!25 to 29 years,% female!!30 to 34 years,% female!!35 to 39 years,% female!!40 to 44 years,% female!!45 to 49 years,% female!!50 to 54 years,% female!!55 to 59 years,% female!!60 and 61 years,% female!!62 to 64 years,% female!!65 and 66 years,% female!!67 to 69 years,% female!!70 to 74 years,% female!!75 to 79 years,% female!!80 to 84 years,% female!!85 years and over,% whiteÂ alone,% blackÂ or african american alone,% American Indian and Alaska Native alone,% Asian alone,% Native Hawaiian and other Pacific Islander alone,% some other race alone,% Not Hispanic or Latino,% Hispanic or Latino,% total - foreign born,% foreign born - europe,% foreign born - asia,% foreign born - latin america,% same house 1 year ago,% moved within same county,% moved from different county within same state,% moved from different state,% moved from abroad,% householder lived in owner-occupied housing units,% householder lived in renter-occupied housing units,% different house in united states 1 year ago,"% car, truck, or van",% public transportation,% bicycle,% walked,% walk or bicycle to work,"% taxicab, motorcycle, bicycle, walked, or other means",% living in a place,% living in a place!!worked in place of residence,% living in a place!!worked outside place of residence,% not living in a place,less than 10 minutes,10 to 14 minutes,15 to 19 minutes,20 to 24 minutes,25 to 29 minutes,30 to 34 minutes,35 to 44 minutes,45 to 59 minutes,60 or more minutes,% no vehicle available,% 1 vehicle available,% 2 vehicles available,% 3 vehicles available,% 4 or more vehicles available,% never married,% now married,% separated,% widowed,% divorced,% speak only english,% speak spanish,% other languages,% income in the past 12 months below poverty level,Median income in the past 12 months,Median household income,Median earnings in the past 12 months,Median gross rent,"% management, business, science, and arts occupations",% service occupations,% sales and office occupations,"% natural resources, construction, and maintenance occupation","% production, transportation, and material moving occupations",% military specific occupations,"% agriculture, forestry, fishing and hunting, and mining",% construction,% wholesale trade,% retail trade,"% transportation and warehousing, and utilities",% information,"% finance and insurance, and real estate and rental and leasing","% professional, scientific, and management, and administrative and waste management services","% educational services, and health care and social assistance","% arts, entertainment, and recreation, and accommodation and food services",% public administration,% armed forces,% median monthly housing costs,% less than high school graduate,% high school graduate (includes equivalency),% some college or associate's degree,% bachelor's degree,% graduate or professional degree,% in labor force,% in labor force!!unemployed,% not in labor force,% in labor force!!employed!!with health insurance coverage,% in labor force!!employed!!no health insurance coverage,% in labor force!!unemployed!!with health insurance coverage,% in labor force!!unemployed!!no health insurance coverage,% not in labor force!!with health insurance coverage,% not in labor force!!no health insurance coverage,% total!!now married (except separated)!!female,% now married (except separated)!!female!!in labor force,% built 2014 or later,% built 2010 to 2013,% built 2000 to 2009,% built 1990 to 1999,% built 1980 to 1989,% built 1970 to 1979,% built 1960 to 1969,% built 1950 to 1959,% built 1940 to 1949,% built 1939 or earlier,Median year structure built,Pop in occupied housing units,% pop in owner occupied,% pop in owner occupied!!moved in 2017 or later,% pop in owner occupied!!moved in 2015 to 2016,% pop in owner occupied!!moved in 2010 to 2014,% pop in renter occupied,% pop in renter occupied!!moved in 2017 or later,% pop in renter occupied!!moved in 2015 to 2016,% pop in renter occupied!!moved in 2010 to 2014,% occupied,% vacant,% owner occupied,% renter occupied,% family households,% family households!!married-couple family,% married-couple family!!1-unit structures,% family households!!married-couple family!!2-or-more-unit structures,% nonfamily households!!1-unit structures,% nonfamily households!!2-or-more-unit structures,% veteran,% nonveteran,"% housing units 1-unit, detached","% housing units 1-unit, attached",% housing units 2 units,% housing units 3 or 4 units,% housing units 5 to 9 units,% housing units 10 to 19 units,% housing units 20 or more units,% housing units mobile home,"% housing units boat, rv, van, etc",% housing units two or more
10025,2018,1595,28.44751835,4.362728785,2.590851525,14.55099622,90.70286813,43.77012124,26.95975432,11.21557516,13.33567692,28.66380339,85.78859461,14.12747158,12.6469479,64.6355261,23.42115188,8.912235332,25.76262055,93.77204659,6.227953411,4000,1800,41.3,41.4,41.1,45.13765422,54.86234578,1.95140348,3.442349009,4.325614705,2.024349487,1.964669372,0.966817856,1.11959895,3.762234423,12.3442349,7.670088327,5.64573884,6.98973502,6.213893531,6.777273812,6.867987587,2.726187634,4.592981619,2.97923132,3.733587968,4.313678682,2.482692767,2.34900931,2.384817379,4.124521261,4.05577924,3.975252872,1.981734263,2.690759108,1.810861239,1.341451439,5.672198763,10.11882549,6.485318668,5.89217323,6.186781891,5.99626829,6.695472847,4.863006972,2.225277423,4.381812825,2.761465187,3.95954041,6.200530296,2.873416478,2.160463518,3.547088284,64.6355261,12.6469479,0.652982059,8.912235332,0.015085394,8.543720705,76.57884812,23.42115188,23909,21.37270484,27.27006567,41.70396085,0,7.36216322,1.974763887,4.411429068,2.714892785,29.47465438,70.52534562,0,8.079507159,66.01841716,1.719363771,11.26709168,12.98645545,3.187584519,100,93.71283835,6.287161655,0,3.913922245,3.985257401,6.550945191,13.46807752,7.956247771,24.23017477,14.87813577,12.4551183,12.56212103,73.19732761,23.71987592,2.732044858,0.31496063,0.035790981,45.2305919,39.35696681,2.120145676,5.103554831,8.188740788,64.49254168,19.252143,16.25531532,14.55099622,49192,85930,59659,1531,67.53815442,11.21557516,14.96554833,2.608023698,3.672698392,0,0.130937815,2.04778157,1.629209865,5.19458218,2.172279821,7.763968489,11.4881834,19.94118531,29.46530148,8.80932449,3.874471419,0.032197823,1595,10.01587347,10.19870178,13.078602,28.44751835,38.2593044,75.78202995,5.756943682,14555,89.46975519,4.773301131,91.22807018,8.771929825,90.80041223,9.199587771,15930,67.59573132,0.173700862,0.624495957,3.122479787,2.098885419,3.277569842,6.499307264,12.6512128,6.958373829,4.553444033,60.0405302,0,87594,29.48717949,3.612218824,7.615470982,18.89736343,70.51282051,6.400064762,11.90641949,31.16975633,86.66432308,13.33567692,28.66380339,71.33619661,46.91481747,34.24958244,1.240753997,32.98258172,0.19088523,52.80601288,2.733468041,97.26653196,1.118716268,0.550052731,0.332926653,1.852809198,4.489340144,8.933187204,82.62371017,0.099257636,0,93.74263322
10026,2018,1264,23.30324657,5.170248911,3.14344899,25.19013361,69.92569188,39.35578254,14.8870767,19.70481616,9.554736411,15.21542243,70.34545219,19.25412189,53.40802276,26.44615502,21.31189188,5.863374235,23.94126464,91.73868085,8.261319152,2100,950,35.1,35.8,34.1,46.04323857,53.95676143,2.858013871,5.793423085,5.263738689,2.968439638,0.777973957,0.97108806,2.576693887,3.84572942,11.29441624,8.574266166,8.673581991,8.105274774,6.847274332,9.77709115,5.887221364,1.7711322,2.758772898,1.346281174,1.754579563,1.842860296,2.013904215,0.480026484,0.468991393,7.161354113,4.430528744,4.326945713,2.500117708,1.756203211,0.922830642,0.899289044,4.515278497,11.80846556,12.88667075,7.246103866,5.132068365,7.269645464,6.478647771,5.687650078,1.892744479,2.467159471,2.189368614,2.679033853,2.019869109,1.082913508,2.024577428,2.622534018,26.44615502,53.40802276,0.218479283,5.863374235,0.073673246,9.407311435,78.68810812,21.31189188,9424,12.96689304,17.1901528,46.50891341,0,4.817879514,2.162761323,1.856004949,0.830046658,13.33633881,86.66366119,0,6.416364578,79.10409114,1.08751942,6.245468669,7.332988089,1.693423097,100,95.1786639,4.821336095,0,1.320041628,2.6126965,5.734786657,12.1213781,6.140110642,26.48847018,16.8538095,18.23410199,10.49460481,78.10842282,18.88342606,2.56824945,0.291111399,0.14879027,56.04054424,27.03862661,3.546099291,5.278056798,8.096673059,66.24451889,16.67892257,17.07655854,25.19013361,35334,58884,44093,1163,51.57431383,19.70481616,19.32677369,2.019678923,7.3744174,0,0,2.252718799,1.185914034,7.358881409,4.712584153,5.468669083,10.34697048,14.9352667,28.92801657,13.98757121,3.158984982,0,1264,17.60425413,20.49048419,17.47481108,23.30324657,21.12720403,75.36376394,6.860391042,6671,86.88685255,6.252756407,88.5,11.5,88.00779493,11.99220507,4376,68.62431444,1.111696214,1.257972032,14.24141361,5.622842432,7.840383828,5.769118249,4.979228834,10.35632789,7.290386753,41.53063016,1951,38279,13.34674365,0.430612644,11.72440791,23.80113525,86.65325635,3.491106421,11.10642147,25.28188122,90.44526359,9.554736411,15.21542243,84.78457757,50.1229137,21.79454004,0.692198215,20.98589727,0.271703972,49.35955492,2.001006796,97.9989932,0.854250775,0.690421859,2.954771517,5.42390732,6.336668422,18.22596688,65.18635539,0.327657832,0,91.79100111
10027,2018,1239,22.89115893,3.363079382,2.657807309,28.62899042,82.67562061,46.07097259,14.4744996,19.28030162,10.16750924,13.59455714,69.70727815,17.39945467,39.48069654,30.52921857,25.44927806,9.547933321,26.02869183,90.1127686,9.887231398,4300,1600,31,30.8,31.2,46.17339035,53.82660965,2.748342319,5.378472688,4.764461146,2.771440075,4.116897061,2.177560059,2.237954637,8.31767548,12.46141458,9.924842303,6.371627969,5.781103208,5.606629983,6.626627298,4.230975708,2.331901758,2.758019058,1.197825795,2.019863106,1.902429204,1.684337673,0.664340357,0.721379681,4.357586921,4.648284596,4.325926779,2.809118121,6.153580474,3.117084964,3.068155653,7.480428275,11.97616855,7.025673498,7.62145982,5.836979047,5.008058945,5.50886484,5.563550541,1.358507944,2.279530279,1.401680866,2.049274695,2.570227953,2.391779876,2.066543864,1.381533502,30.52921857,39.48069654,0.404350251,9.547933321,0.007746173,15.7836029,74.55072194,25.44927806,16801,12.7016249,29.98035831,41.33682519,0,4.639320632,1.961644522,2.92209827,1.917773878,14.19236014,85.80763986,0,9.888387025,65.3701146,1.657396693,14.92776886,16.58516555,1.310239277,100,94.18791295,5.812087051,0,6.956521739,5.582047686,7.942296133,10.39871769,6.123021439,20.865558,13.1476658,19.21057904,9.773592466,76.64524799,20.39393558,2.238461215,0.415774222,0.306580992,61.96592826,24.90248372,3.053393567,3.599484751,6.478709701,61.39405811,20.47175971,18.13418217,28.62899042,29146,46113,38534,1193,52.73433126,19.28030162,20.24338348,3.202807122,4.527977901,0.011198626,0.003732875,2.318115644,0.623390197,9.20527082,3.027361977,4.113628728,9.231400948,14.84937848,35.76094666,10.19821569,3.016163351,0.011198626,1239,15.26721244,20.32408414,16.47226448,22.89115893,25.04528001,61.13478956,5.501089325,17508,84.84749455,9.651416122,87.26072607,12.73927393,90.84418552,9.155814485,6552,66.17826618,1.169546518,3.516185015,6.364596695,2.837093488,3.43695767,4.847958953,7.360597601,15.37387761,5.289368445,49.803818,1940,57177,14.08433461,0.347696511,7.549981373,22.69961505,85.91566539,4.840811009,10.24957251,33.51722172,89.83249076,10.16750924,13.59455714,86.40544286,51.01843686,22.72479106,1.377514594,21.34727647,0.621561463,48.36000168,1.40675995,98.59324005,1.467592243,1.063910058,1.863728967,7.968007244,7.266279333,13.24983023,67.12065193,0,0,90.20221837
10028,2018,2242,41.79512491,2.2556855,2.961155444,5.029511491,84.98430114,56.16062068,24.02443873,6.225680934,12.64534382,34.45374832,94.84161466,13.36178938,1.263783399,86.24066286,7.392295943,9.639486954,20.08662356,95.97309223,4.026907767,2100,1100,38.9,39,38.8,42.92678844,57.07321156,2.615445777,4.650029245,4.484304933,2.325014623,0.253460714,0.248586469,0.326574381,2.456619224,11.43497758,11.80054592,7.574575941,7.525833496,5.868590368,6.799571066,5.6638721,2.661337493,2.627217781,2.081302398,3.343731722,4.230844219,3.319360499,2.193410021,2.037434198,2.529603695,3.823734282,2.569930711,1.286798402,0.98251274,0.241962093,0.296953477,2.973200865,17.36994538,11.86714081,7.387176009,5.018880375,6.906917916,5.429482714,6.140704623,2.606591634,2.98053305,2.709242219,3.167503758,4.483630898,4.413975144,1.756058218,3.057520988,86.24066286,1.263783399,0.020923566,9.639486954,0,0.954114619,92.60770406,7.392295943,9600,43.69791667,30.64583333,15,0,9.618472199,1.730184215,3.783589657,1.168244043,37.23032625,62.76967375,0,8.141528721,62.58655939,1.503660226,15.71258986,17.21625008,5.40130581,100,93.9688716,6.031128405,0,4.708916207,4.126042108,7.46078847,13.97131553,7.690405539,25.20842165,16.03080401,13.22241063,7.58089586,72.26874161,25.81562525,1.674697843,0.205387471,0.035547832,40.54693974,44.92719309,1.243044868,4.64543625,8.637386054,76.23056289,5.452205963,18.31723115,5.029511491,79134,125140,83003,2329,73.45182352,6.225680934,19.54758293,0.112115017,0.662797599,0,0,1.206885181,2.107102816,4.576930687,1.378355207,6.73019851,20.92923564,26.33054145,20.61267559,6.172920926,1.66853525,0,2242,1.865492191,4.756119169,10.18806794,41.79512491,41.39519579,87.37001265,2.581761673,4093,94.04181677,3.376421558,85.63611491,14.36388509,94.03860249,5.961397508,9395,64.70463012,0,0.189766415,2.401407722,3.891936653,8.532588069,10.35089535,19.56664251,13.11458441,4.323223959,37.6289549,1956,47690,37.08114909,0.865188871,3.539923094,24.6324361,62.91885091,7.475171632,19.49276811,45.17763114,87.35465618,12.64534382,34.45374832,65.54625168,39.35539932,35.89936014,1.157279406,34.74208073,0.545066751,60.09953393,2.690366363,97.30963364,0.93503088,0.783217748,0.407135217,0.458889694,4.492288583,16.38546734,76.53797053,0,0,93.78946279
10029,2018,947,18.54572907,7.187864644,3.005404039,33.2097368,80.96634221,39.45446905,19.2494692,25.55383497,7.089245925,6.781319028,66.74660776,20.09120947,31.03006395,33.79021822,47.89376484,9.465180849,23.42801864,89.16958382,10.83041618,4000,1700,35.1,31.6,38.1,45.67508826,54.32491174,2.290287322,6.670150732,7.536582682,3.949829464,2.871603037,2.255473649,1.309274948,6.642644955,10.65848828,9.145670591,7.013972934,5.921993619,4.931785675,6.161293872,4.455935747,1.842887006,3.702277478,1.490813071,1.460556717,2.31323578,1.796127187,1.240510507,1.614589064,4.21128096,4.504983696,5.043824148,3.741819107,2.7913323,1.778404755,1.077680905,4.854189311,9.271293448,7.409634375,7.550704193,6.32039037,6.015124535,6.260262251,6.734349344,2.673388682,3.341735853,1.845470734,2.867648759,3.094285516,3.51055711,2.469878125,2.631761523,33.79021822,31.03006395,0.619370077,9.465180849,0.121863889,21.87645263,52.10623516,47.89376484,18648,8.124195624,31.66023166,52.77241527,0,4.920234671,3.648044197,1.844929611,0.990889393,6.017457647,93.98254235,0,7.293872262,69.92699807,1.153493664,15.78232152,16.93581519,1.621211642,100,95.99279461,4.007205385,0,5.358498037,4.375226845,7.1633616,12.05662058,6.308773551,22.03121391,12.81882073,15.39248358,14.49500115,81.80814137,15.99242663,2.003786683,0.031555696,0.164089618,56.97205179,25.51343404,3.304880061,6.303724928,7.90590918,45.83887404,39.40331521,14.75781075,33.2097368,20002,34016,30830,923,40.72622697,25.55383497,23.12043738,3.599532282,6.958885061,0.041083336,0.145371804,2.901115571,1.276743672,10.04961603,4.168378472,3.817589988,8.709667225,12.64418671,29.22921341,14.71731505,3.492083557,0.094807698,947,25.69739822,23.68115782,18.96370767,18.54572907,13.11200722,67.76740568,10.60666935,16574,79.98335533,9.40997532,80.41125541,19.58874459,90.55146615,9.448533848,8536,57.2633552,1.105312537,2.424651108,7.221179782,3.872991674,4.409522693,12.14377859,18.64665181,16.44189047,11.11176264,22.62225871,1960,76146,5.992435584,4.514573745,7.933377164,25.55336401,94.00756442,3.629353338,9.092941061,26.82480477,92.91075408,7.089245925,6.781319028,93.21868097,54.82802146,22.30672136,0.381823919,21.92489744,0.350268223,44.82171032,2.049547778,97.95045222,0.413392752,0.430983933,0.826785505,2.20769321,6.672921309,11.91216137,77.41292365,0.123138267,0,92.35956374
10030,2018,1046,18.48399982,8.829558999,3.121098627,29.40171513,73.09182209,42.25814168,16.74252058,28.89035764,8.637015782,11.54993719,67.28172111,17.62599558,63.05468175,16.85964795,25.61742855,2.064788167,23.73335118,88.65315852,11.34684148,1300,650,36.1,35,37.8,44.28418446,55.71581554,3.426812128,4.949746845,3.287236454,2.743142145,2.478651855,0.566764906,2.123479181,5.168895942,10.90455679,9.975062344,9.665230862,7.042998564,7.194135872,8.410791204,4.466107459,2.312400816,2.735585279,1.088188619,1.254439658,2.093251719,2.183934104,0.952165042,0.665004156,6.504895189,4.336596793,3.856087453,2.060183795,2.4025467,0.522553907,1.44152802,4.438705027,12.2109436,7.441888402,9.225779326,6.703105292,7.489939336,6.931347228,4.943239834,2.546699501,3.555769115,1.483572587,1.633731756,3.309508079,2.444591267,1.063126915,3.453660881,16.85964795,63.05468175,0.070276421,2.064788167,0.411619035,11.23418781,74.38257145,25.61742855,7092,4.610829103,4.0750141,62.06993796,0,4.50773868,3.471399058,0.98553866,1.645951163,12.03127162,87.96872838,0,11.12579863,72.84277007,0.39656312,9.098920467,9.495483587,1.586252479,100,94.24983477,5.750165235,0,4.179865564,2.943676118,3.36861624,10.94800278,4.57390095,17.91702078,18.45012748,18.61237735,19.00641273,79.67964824,15.83699749,4.16928392,0.06281407,0.251256281,55.92986059,23.36005687,4.000631887,7.235101299,9.474349354,67.31953195,21.11971197,11.56075608,29.40171513,24046,37232,33150,988,34.66255416,28.89035764,22.05331571,4.391569362,10.00220313,0,0,3.400161563,2.188440919,9.708452669,7.27032386,4.075787618,7.336417713,14.41580377,24.21972534,13.78424029,4.141881472,0,1046,22.22579312,23.7592397,23.66741656,18.48399982,11.8635508,73.74016687,11.97387987,5508,78.06297278,9.963147346,82.18142549,17.81857451,90.75889615,9.241103849,2754,73.4204793,0.093256815,2.259684362,7.926829268,8.974175036,7.654232425,5.968436155,9.175035868,6.664275466,8.342898135,42.94117647,1948,29263,12.08351844,2.516968326,11.87782805,15.38461538,87.91648156,3.564348739,8.854510825,31.5543981,91.36298422,8.637015782,11.54993719,88.45006281,46.15263819,16.04899497,1.358354271,14.6906407,1.256281407,52.5910804,2.311598619,97.68840138,1.456241033,1.929698709,3.780487805,4.799139168,7.539454806,23.49354376,57.00143472,0,0,89.07460545
10031,2018,1339,20.55947917,5.42849206,2.787136294,22.41609172,95.61801529,41.80719058,16.6113453,29.74272588,7.743046803,12.45047589,71.37392413,16.84701431,29.84366183,29.73578518,51.37418263,3.949945232,39.45132273,83.50618084,16.49381916,2500,1100,34.2,32.3,36.4,50.73024198,49.26975802,2.784877353,3.722969215,5.165701574,3.739326725,2.355481402,1.69790951,1.338044296,6.212582196,13.85808225,11.13946413,7.321621356,5.404521216,7.004285668,6.248568718,5.545195799,2.074132234,2.967252266,1.710995518,1.871299113,1.390388327,1.367487814,1.416560343,0.95855007,5.093138411,4.402600465,3.48300603,2.560043117,1.263179169,1.03412268,0.805066191,7.296122882,11.81998855,10.46922896,7.713814127,5.985785024,6.494425169,8.138242328,3.890591842,3.152895207,3.31458214,1.552868259,1.940243204,3.048472395,2.920470239,2.071613838,1.549499781,29.73578518,29.84366183,0.278819663,3.949945232,0.122813423,19.21864109,48.62581737,51.37418263,23771,5.973665391,8.514576585,77.86799041,0,6.046910178,2.416075809,3.484660103,1.184515609,12.38195351,87.61804649,0,8,78.79019908,1.313935681,5.36906585,6.683001531,0.937212864,100,93.856049,6.143950995,0,2.293592863,1.482562855,5.98864558,8.217356042,5.128953771,21.24249797,17.54420114,19.38361719,18.71857259,78.85604991,17.8150189,2.777904276,0.227697072,0.323329842,55.66473099,27.21609045,4.859054724,3.641887475,8.618236357,42.17895696,46.38651339,11.43452965,22.41609172,25155,49891,30412,1365,37.06278714,29.74272588,20.62174579,4.43797856,8.134762634,0,0,3.831546708,2.036753446,9.264931087,3.601837672,4.395099541,6.830015314,13.47013783,24.4287902,21.27411945,2.618683002,0,1339,25.39740965,20.41684879,18.26819112,20.55947917,15.35807127,80.77688782,6.720353069,8304,78.40602969,14.87361724,75.56503198,24.43496802,83.5982659,16.4017341,6374,63.17853781,0,0.848668179,1.268800941,1.39484077,0.869674817,5.98269053,5.180236955,5.096210402,6.814553399,72.54432401,0,59717,12.26786342,0.941850942,6.988806989,15.001365,87.73213658,5.077207917,9.891011815,29.47834552,92.2569532,7.743046803,12.45047589,87.54952411,50.40302382,23.60307846,0.942665877,22.628535,0.769616103,48.74538913,1.912061154,98.08793885,0.899084111,1.575497857,2.222502311,3.709772288,6.961599866,12.00319301,72.52331737,0.075623897,0.029409293,90.45878498
10032,2018,1217,19.2871813,6.48073618,3.480452459,23.12070004,93.73615664,39.40171346,18.10033611,31.82213688,5.989191105,8.208462916,68.5844878,14.56647579,19.25339226,29.75538404,66.27972115,4.713369849,46.77424374,82.14153632,17.85846368,2800,1100,34.7,33.6,35.9,50.04823852,49.95176148,2.170733225,3.706121941,4.343500295,1.974318316,1.315175823,1.458197307,1.327612474,5.730186861,15.80076485,12.8128595,8.189534558,6.047321456,6.205888754,6.100177222,6.072194758,1.87482511,2.409601094,1.734912788,2.017846594,2.039610733,2.782700619,1.026023692,0.693343283,4.351889349,4.912619545,2.990561042,2.517055543,1.791221457,0.728949254,1.479704682,7.021588113,13.80642348,8.43898944,6.504470266,5.217905984,7.121273481,4.784897667,6.703841002,2.887760506,3.196162113,1.784991122,2.127659574,4.077754587,3.224198623,1.588735553,2.741347622,29.75538404,19.25339226,0.740694635,4.713369849,0.129154737,34.13886468,33.72027885,66.27972115,30059,3.340097808,5.948301673,85.61828404,0,5.836258776,2.878949348,2.396251254,1.335255767,6.079022507,93.92097749,0,10.61538,67.10972426,2.181283567,13.30072909,15.48201266,1.455189175,100,91.97095622,8.029043776,0,8,4.380348653,5.866877971,8.389857369,2.459587956,16.89064976,12.7955626,21.12202853,20.09508716,78.48930355,18.18867213,2.987465837,0.240316653,0.094241825,51.53338303,27.8777553,4.820217939,4.972846342,10.79579739,30.32112181,61.69638209,7.982496096,23.12070004,22186,50391,26557,1219,32.39221099,31.82213688,16.94620301,7.170932221,11.66851691,0,0.02100273,4.71361277,1.812235591,9.013171712,5.697740706,2.832368208,3.903507456,11.42248492,27.29454829,20.88571514,1.590206727,0,1217,30.1163828,18.47602846,20.27259714,19.2871813,11.8478103,77.94069659,8.314957993,10140,74.27638373,17.40865827,78.11346089,21.88653911,86.98224852,13.01775148,7449,61.32366761,0.620182511,0.620182511,0.753078763,2.414281917,1.856117657,4.181802073,7.486488881,5.803136352,11.93851333,64.326216,0,63147,6.035124392,4.277092627,7.530831803,13.22487536,93.96487561,3.562761224,10.54840232,26.21342861,94.0108089,5.989191105,8.208462916,91.79153708,53.52464424,23.82904533,1.050796343,22.67929507,0.367543116,45.90519272,2.003533505,97.9964665,1.103038894,0.438557633,0.673341012,1.678922654,3.105342429,9.191990786,83.47213609,0.256932754,0.079737751,95.01639054
10033,2018,1405,21.74445189,6.876524275,3.878687848,19.59467521,95.99403674,36.91684261,18.91724126,27.76287738,5.491968837,10.45186241,68.52228781,18.10357844,10.39307464,40.50027681,68.51879813,2.207794387,46.85355747,88.30613733,11.69386267,2800,1100,35.8,33.9,38,50.69203281,49.30796719,2.883889476,6.059703468,4.785544083,2.713794016,2.882578766,1.618347895,0.969684935,4.441355573,12.51654752,10.75920042,7.568837702,6.635557321,5.890918719,5.053613979,6.347630394,2.624437384,2.035345512,1.691157003,2.449033625,3.187053217,1.532300768,1.79706116,0.751257612,6.420332755,3.47385254,4.344867476,2.687897656,1.660372223,1.255486373,0.677078017,4.974311864,10.82644347,8.465176415,7.716647953,6.729951346,6.192371815,6.450954374,6.277431867,2.453131911,2.806981729,2.33745024,2.718519275,3.296927631,3.320744446,2.425912694,2.487155932,40.50027681,10.39307464,1.488080259,2.207794387,0,35.80619726,31.48120187,68.51879813,27928,6.849756517,3.913635062,86.81967918,0,5.603081013,1.922224873,2.085818479,1.912000273,7.452384659,92.54761534,0,14.09806753,68.62664191,0.622378103,10.36379891,10.98617702,1.368544117,100,89.77030466,10.22969534,0,4.524248671,4.137282558,5.858739286,5.392210047,2.603884127,16.50573216,13.29427507,22.76590358,24.91772449,73.77366171,22.67962548,2.834317118,0.615713413,0.096682272,43.69372943,34.45048189,6.010788086,4.350930076,11.49407052,28.22985304,64.15599721,7.614149747,19.59467521,24878,58614,31637,1412,39.36111684,27.76287738,17.56069046,4.793342961,10.52197235,0,0.048139743,3.90275772,2.768035211,8.365999587,4.054054054,4.102193797,9.682965408,11.06182518,28.19269651,15.38064782,2.118148683,0,1405,28.37447752,17.49532365,17.8232455,21.74445189,14.56250144,78.90528751,8.714909346,8390,80.64238601,10.64270465,73.27239488,26.72760512,93.08700834,6.912991657,8186,63.37649646,0,0.389535443,1.606232567,0.668462056,1.341733192,2.750793498,10.45493892,7.362700779,12.86909685,62.55650668,0,58732,7.447388136,4.823959762,5.624142661,28.98948331,92.55261186,3.863276795,9.13205048,23.71867986,94.50803116,5.491968837,10.45186241,89.54813759,61.16934663,30.96376959,0.992265418,29.97150417,0.279869733,38.55078364,1.429859063,98.57014094,0.721361931,0.586707704,0.759834568,1.447532942,1.726459556,9.478695778,85.27940752,0,0,96.96547081
10034,2018,1328,19.59721905,5.709816191,2.813178514,19.5548378,95.48348348,37.57522041,19.69470986,30.63815727,3.333333333,9.319664492,70.77353215,19.66441389,11.57072943,38.36634817,69.73898858,3.073875553,44.38126311,86.63206172,13.36793828,2100,950,36.4,35.9,37.3,47.45047774,52.54952226,2.852481939,6.149010363,5.726634252,2.715976622,2.583370168,1.615834193,2.26904376,4.120622759,8.860075635,7.828692107,9.655714356,7.705908354,8.589951378,5.382839743,4.788566377,2.450763715,2.460586415,2.062767055,3.00574628,2.725799322,1.640390943,0.628652817,1.021560827,5.800700696,4.310612444,5.219743669,3.485742162,2.288349816,0.399130782,1.175218413,3.583307464,8.572442237,12.02714089,7.561310923,5.184265378,5.884961639,6.394962083,5.077830502,3.490176948,3.924786022,2.926959067,2.57217615,3.592177037,2.700784957,1.685218857,2.142001863,38.36634817,11.57072943,0.445117688,3.073875553,0.240037287,41.27476113,30.26101142,69.73898858,19044,7.325141777,5.461037597,85.47574039,0,6.403674046,1.91238813,1.297691945,0.313235987,7.429756741,92.57024326,0,11.3990371,69.12111772,0.236004909,10.48333805,10.71934296,2.218446144,100,93.39658265,6.603417351,0,6.797979798,3.606060606,5.131313131,3.858585859,3.409090909,9.944444444,11.40909091,26.9040404,28.93939394,74.09754582,22.83939112,2.696489593,0.248524386,0.118049084,44.29923766,32.92842981,4.213789059,4.166317612,14.39222585,28.8746347,64.19089603,6.934469265,19.5548378,25312,54716,31246,1330,38.16671387,30.63815727,17.07259511,5.470593788,8.65193996,0,0,4.318889833,2.0721231,10.63910129,4.517133956,3.219106957,6.754460493,12.22977438,26.14462381,16.46842254,2.728216747,0.127442651,1328,25.41371544,17.8966609,22.64908444,19.59721905,14.44332017,78.90283358,7.236516019,5934,80.45780201,12.30568197,71.17061021,28.82938979,90.46174587,9.538254129,5646,66.52497343,0.132132132,0.276276276,0.738738739,1.447447447,1.921921922,3.165165165,5.189189189,10.83483483,13.23123123,63.06306306,0,42874,7.417082614,6.289308176,7.452830189,20.06289308,92.58291739,3.055877463,9.303673099,25.51771049,96.66666667,3.333333333,9.319664492,90.68033551,56.52065859,27.97763281,0.478409444,27.49922336,0.074557316,43.27430879,1.948033096,98.0519669,0.726726727,0.264264264,0.762762763,0.672672673,1.435435435,4.456456456,91.55555556,0,0.126126126,97.44744745
