geoid,total_count,total_tested,race_White_count,race_White_tested,race_Asian_count,race_Asian_tested,race_Black_count,race_Black_tested,race_Hispanic_count,race_Hispanic_tested,race_NH/PI*_count,race_NH/PI*_tested,race_AI/AN**_count,race_AI/AN**_tested,race_unkown_count,race_unkown_tested,race_other_count,race_other_tested,age_<20_count,age_<20_tested,age_20-29_count,age_20-29_tested,age_30-39_count,age_30-39_tested,age_40-49_count,age_40-49_tested,age_50-59_count,age_50-59_tested,age_60-69_count,age_60-69_tested,age_70-79_count,age_70-79_tested,age_80+_count,age_80+_tested,age_Unknown_count,age_Unknown_tested,gender_male_count,gender_male_tested,gender_female_count,gender_female_tested,gender_unkown_count,gender_unkown_tested
1761275,17,364,0,0,0,32,0,23,0,78,0,43,0,49,0,65,0,51,0,21,8,150,0,0,6,200,0,0,0,0,0,6,0,0,0,0,8,163,9,193,0,8
1761282,64,1270,0,0,0,79,10,141,10,142,10,151,10,170,6,177,8,185,0,222,26,563,0,60,17,547,0,23,0,0,12,69,0,0,0,0,30,464,34,784,0,22
1761284,8,194,0,0,0,10,0,24,0,15,0,14,0,36,0,35,0,36,0,24,0,94,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,82,0,105,0,7
1761301,7,905,0,0,0,31,0,99,0,82,0,89,0,128,0,109,0,90,0,276,0,468,0,0,0,397,0,9,0,0,0,28,0,0,0,0,0,367,0,316,0,222
1761314,6,56,0,0,0,9,0,0,0,8,0,0,0,14,0,10,0,9,0,0,0,26,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,18,0,35,0,0
1761341,47,994,0,0,0,62,6,149,0,126,0,138,6,182,14,159,0,96,11,82,40,507,0,0,0,454,0,6,0,0,0,20,0,0,0,0,19,316,28,617,0,61
1761342,23,479,0,0,0,30,0,59,0,52,0,93,8,75,0,53,0,45,0,72,6,236,0,0,0,183,0,13,0,0,16,47,0,0,0,0,12,188,11,264,0,27
1761350,41,2329,0,0,0,118,7,276,0,244,8,232,7,343,7,297,0,309,0,509,23,1400,0,16,0,797,0,22,0,9,13,84,0,0,0,0,20,768,21,1440,0,121
1761354,8,701,0,0,0,26,0,95,0,101,0,89,0,100,0,104,0,66,0,119,6,404,0,0,0,257,0,7,0,0,0,22,0,0,0,0,0,221,0,398,0,82
1761356,10,994,0,0,0,40,0,109,0,107,0,119,0,146,0,149,0,117,0,207,8,267,0,0,0,694,0,17,0,0,0,10,0,0,0,0,7,292,0,599,0,103
1761360,9,171,0,0,0,13,0,25,0,30,0,21,0,29,0,30,0,16,0,7,6,73,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,79,6,91,0,0
1761362,6,667,0,0,0,42,0,77,0,103,0,68,0,125,0,108,0,73,0,71,0,163,0,0,0,474,0,0,0,0,0,21,0,0,0,0,0,169,0,454,0,44
1761364,9,1415,0,0,0,100,0,270,0,210,0,206,0,182,0,181,0,123,0,143,0,778,0,13,0,526,0,11,0,0,0,87,0,0,0,0,0,473,0,822,0,120
1761401,133,2852,0,0,8,208,24,419,30,416,22,403,26,414,14,418,0,303,0,271,53,1008,59,71,0,1708,0,28,0,0,19,34,0,0,0,0,72,1150,61,1528,0,174
1761410,8,173,0,0,0,15,0,28,0,30,0,33,0,32,0,15,0,16,0,0,8,81,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,70,6,100,0,0
1761443,20,792,0,0,0,89,0,131,0,119,0,109,7,125,0,105,0,80,0,33,0,205,0,12,0,544,0,11,0,0,10,17,0,0,0,0,10,278,10,496,0,18
1761455,88,1505,0,0,0,104,29,296,0,178,6,122,7,186,7,174,10,185,24,259,63,1002,19,17,0,464,0,12,0,0,0,9,0,0,0,0,31,583,56,860,0,62
1761462,119,901,0,0,0,57,22,162,34,178,28,153,21,157,12,107,0,63,0,24,26,321,7,10,11,449,0,19,13,0,62,97,0,0,0,0,57,398,59,442,0,61
1761469,7,153,0,0,0,9,0,19,0,20,0,31,0,33,0,27,0,9,0,0,6,119,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,46,0,102,0,0
1761523,7,1248,0,0,0,87,0,142,0,128,0,139,0,183,0,201,0,165,0,202,6,697,0,0,0,540,0,0,0,0,0,0,0,0,0,0,0,464,0,718,0,66
1761525,30,947,0,0,7,136,0,102,7,175,6,162,0,132,0,116,0,89,0,35,27,323,0,17,0,564,0,18,0,17,0,6,0,0,0,0,15,419,15,482,0,46
1761547,8,321,0,0,0,25,0,34,0,25,0,50,0,61,0,70,0,28,0,28,8,130,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,134,6,169,0,18
1761548,16,933,0,0,0,89,0,80,0,126,0,138,6,152,0,151,0,124,0,73,10,422,0,6,0,492,0,0,0,0,0,0,0,0,0,0,7,403,9,494,0,36
1761550,26,2141,0,0,0,141,7,237,0,292,0,277,6,326,0,379,0,259,0,230,22,632,0,0,0,1486,0,6,0,0,0,8,0,0,0,0,13,808,12,1249,0,84
1761554,47,4439,0,0,0,211,8,474,9,556,0,570,11,733,6,825,7,674,0,396,43,1816,0,14,0,2567,0,21,0,0,0,16,0,0,0,0,27,1788,20,2406,0,245
1761568,6,306,0,0,0,25,0,28,0,32,0,39,0,50,0,66,0,37,0,29,0,134,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,131,0,164,0,11
1761571,33,2434,0,0,0,177,0,269,0,275,0,283,0,314,0,342,6,360,13,414,27,1143,0,8,0,1246,0,12,0,0,0,18,0,0,0,0,8,865,24,1374,0,195
1761602,8,221,0,0,0,10,0,48,0,39,0,31,0,46,0,38,0,7,0,0,0,61,0,23,0,133,0,0,0,0,0,0,0,0,0,0,8,152,0,62,0,7
1761603,116,2276,0,0,27,243,19,325,31,371,24,378,0,359,9,392,0,165,0,43,6,419,25,257,9,1482,0,47,6,0,68,67,0,0,0,0,53,889,59,1262,0,125
1761604,95,3872,0,7,11,253,22,538,23,576,17,486,8,641,9,676,0,449,0,246,21,1025,36,436,0,2301,0,49,0,11,32,44,0,0,0,0,37,1548,58,2132,0,192
1761605,80,1819,0,0,9,139,23,246,22,251,11,244,11,306,0,319,0,221,0,92,8,272,27,424,6,1061,0,25,0,0,39,37,0,0,0,0,31,674,49,1060,0,85
1761606,20,552,0,0,7,49,0,128,0,85,0,72,0,72,0,87,0,40,0,17,10,126,0,52,0,355,0,0,0,0,0,12,0,0,0,0,6,240,14,287,0,25
1761607,12,987,0,0,0,48,0,123,0,111,0,153,0,165,0,173,0,121,0,93,8,426,0,15,0,526,0,10,0,0,0,6,0,0,0,0,0,384,6,553,0,50
1761610,8,489,0,0,0,30,0,57,0,69,0,48,0,106,0,86,0,45,0,48,8,242,0,0,0,238,0,0,0,0,0,0,0,0,0,0,0,183,0,281,0,25
1761611,36,2474,0,0,0,141,0,301,0,331,0,275,9,405,0,403,0,360,6,258,29,1115,0,23,6,1292,0,21,0,6,0,17,0,0,0,0,22,943,14,1363,0,168
1761614,147,3943,0,0,7,230,17,478,19,479,15,491,8,508,13,622,18,553,50,581,86,1280,36,217,0,2361,0,40,0,18,17,26,0,0,0,0,66,1460,80,2168,0,315
1761615,56,3209,0,0,0,231,17,547,7,417,0,425,13,494,0,392,0,363,0,339,38,1089,12,295,0,1704,0,44,0,51,0,26,0,0,0,0,22,1219,34,1876,0,114
1761616,11,1081,0,0,0,50,6,138,0,159,0,142,0,178,0,222,0,123,0,69,6,230,0,23,0,813,0,9,0,0,0,6,0,0,0,0,6,401,0,619,0,61
1761701,75,4121,0,0,6,248,12,597,9,659,14,535,13,723,11,699,6,398,0,260,34,992,21,138,6,2921,0,26,0,9,13,32,0,0,0,0,25,1461,46,2288,0,372
1761704,90,3158,0,0,0,253,16,485,11,434,9,373,11,551,13,528,14,346,12,187,51,813,19,85,7,2158,0,30,0,42,8,24,0,0,0,6,34,1285,54,1599,0,274
1761705,21,1352,0,0,0,123,0,153,0,187,0,202,0,185,0,250,0,144,0,107,12,348,6,29,0,950,0,10,0,6,0,9,0,0,0,0,0,524,15,728,0,100
1761726,6,209,0,0,0,11,0,23,0,23,0,23,0,42,0,47,0,29,0,11,6,101,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,73,0,118,0,18
1761727,10,639,0,0,0,74,0,84,0,85,0,60,0,109,0,99,0,84,0,44,7,301,0,0,0,325,0,9,0,0,0,0,0,0,0,0,0,239,8,373,0,27
1761729,6,88,0,0,0,0,0,12,0,10,0,6,0,13,0,17,0,23,0,0,0,32,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,36,0,50,0,0
1761739,6,456,0,0,0,39,0,58,0,42,0,23,0,52,0,77,0,46,0,119,6,278,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,147,0,276,0,33
1761745,8,343,0,0,0,32,0,32,0,38,0,66,0,53,0,68,0,46,0,8,6,103,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,125,0,189,0,29
1761761,79,3925,0,0,0,301,41,721,7,508,10,505,0,568,8,558,0,445,0,319,40,1193,21,128,11,2502,0,31,0,35,7,34,0,0,0,0,34,1473,43,2169,0,283
1761764,23,1184,0,0,0,94,0,139,0,160,0,122,0,163,0,179,0,112,0,210,17,512,0,17,0,633,0,9,0,0,0,13,0,0,0,0,14,396,9,605,0,183
1761801,61,3994,0,13,10,368,18,921,16,739,0,487,0,522,0,478,0,300,0,166,16,2278,16,695,0,429,6,201,0,203,18,179,0,0,0,0,34,1792,27,2165,0,37
1761802,135,4193,0,0,25,375,25,578,34,674,24,549,9,537,11,525,0,401,0,551,26,2394,28,818,0,314,0,153,0,120,68,389,0,0,0,0,75,1647,60,2522,0,24
1761820,151,4300,0,0,33,402,63,1322,27,787,13,500,9,440,0,471,0,238,0,137,25,2166,39,882,10,518,9,203,0,188,65,333,0,0,0,7,87,1988,64,2278,0,34
1761821,181,6470,0,6,43,734,45,1009,33,1138,32,926,14,894,9,841,0,537,0,385,41,3977,71,1326,7,412,0,231,0,162,54,350,0,0,0,7,85,2653,96,3773,0,44
1761822,81,4677,0,0,13,577,20,663,13,696,11,671,17,708,0,740,0,412,0,208,40,3112,24,566,0,329,0,209,7,280,0,174,0,0,0,0,38,2074,43,2577,0,26
1761832,44,2990,0,0,0,187,12,420,8,404,0,351,0,407,0,471,0,410,0,335,20,1782,19,565,0,472,0,82,0,13,0,75,0,0,0,0,18,1150,26,1688,0,152
1761834,6,588,0,0,0,44,0,67,0,47,0,63,0,102,0,120,0,86,0,59,6,492,0,19,0,42,0,20,0,0,0,9,0,0,0,0,0,251,0,330,0,7
1761842,7,319,0,0,0,23,0,44,0,40,0,40,0,52,0,48,0,34,0,37,0,205,0,0,0,82,0,0,0,0,0,25,0,0,0,0,0,127,0,185,0,7
1761843,19,535,0,0,0,96,0,77,0,85,0,69,0,72,0,61,0,40,0,35,19,485,0,0,0,32,0,11,0,0,0,0,0,0,0,0,10,229,9,302,0,0
1761853,66,3247,0,0,34,718,0,328,0,431,10,571,0,473,6,395,0,186,0,143,61,2909,0,38,0,153,0,71,0,28,0,45,0,0,0,0,33,1394,32,1843,0,10
1761856,11,1129,0,0,0,93,0,109,0,142,0,158,0,124,0,161,0,155,0,187,11,915,0,0,0,169,0,29,0,0,0,13,0,0,0,0,6,451,0,670,0,8
1761866,205,2889,0,37,39,334,45,507,53,502,35,417,23,421,9,330,0,192,0,149,19,1349,27,449,6,255,0,113,0,16,147,703,0,0,0,0,118,1304,87,1559,0,26
1761873,16,917,0,0,0,118,0,102,0,108,0,155,0,167,0,133,0,81,0,52,15,821,0,0,0,49,0,25,0,9,0,8,0,0,0,0,0,399,11,515,0,0
1761874,41,2155,0,0,0,217,0,187,0,294,7,268,0,209,0,260,0,233,16,486,25,1541,8,163,6,237,0,95,0,81,0,37,0,0,0,0,15,824,20,1251,6,80
1761880,13,667,0,0,0,92,0,88,0,115,0,91,0,115,0,88,0,55,0,23,11,588,0,8,0,40,0,14,0,0,0,12,0,0,0,0,0,283,8,382,0,0
1761884,6,174,0,0,0,15,0,22,0,29,0,17,0,29,0,29,0,19,0,14,6,151,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,74,0,100,0,0
1761910,20,456,0,0,0,20,0,45,0,46,0,35,7,62,0,111,0,85,0,49,19,376,0,0,0,42,0,14,0,0,0,22,0,0,0,0,13,200,7,251,0,0
1761911,10,247,0,0,0,33,0,31,0,32,0,22,0,44,0,31,0,30,0,24,10,209,0,0,0,22,0,10,0,0,0,0,0,0,0,0,7,125,0,119,0,0
1761920,112,2726,0,0,0,170,17,432,6,345,9,338,16,434,18,398,15,348,26,260,104,2275,6,117,0,211,0,83,0,21,0,19,0,0,0,0,39,1056,73,1648,0,22
1761938,60,3310,0,0,13,234,10,452,12,419,12,339,0,467,0,524,0,452,0,422,51,2896,6,93,0,207,0,84,0,11,0,17,0,0,0,0,26,1242,34,2039,0,29
1761944,13,675,0,0,0,47,0,64,0,65,0,116,0,97,0,148,0,100,0,38,7,207,0,0,0,449,0,14,0,0,0,0,0,0,0,0,0,279,0,391,6,0
1761951,9,855,0,0,0,57,0,90,0,100,0,94,0,110,0,162,0,130,0,112,8,606,0,0,0,120,0,121,0,0,0,0,0,0,0,0,0,309,0,539,0,7
1761953,18,721,0,0,0,68,0,100,0,102,0,94,0,114,0,118,0,66,0,58,8,619,0,0,0,51,0,21,0,0,8,25,0,0,0,0,8,273,9,445,0,0
1761956,6,390,0,0,0,52,0,32,0,51,0,54,0,61,0,61,0,48,0,31,6,349,0,0,0,26,0,0,0,0,0,10,0,0,0,0,0,152,0,238,0,0
1762002,175,2149,0,0,0,148,25,282,24,307,20,300,22,350,26,387,19,199,34,172,69,645,53,301,45,923,7,264,0,0,0,9,0,0,0,0,50,777,96,1324,29,48
1762010,47,482,0,0,8,25,10,74,9,65,0,72,9,87,0,83,0,57,0,19,18,180,0,0,7,234,0,62,0,0,17,0,0,0,0,0,23,192,21,285,0,0
1762012,16,455,0,0,0,22,0,41,0,57,0,46,0,97,0,79,0,59,0,53,11,240,0,0,0,180,0,31,0,0,0,0,0,0,0,0,6,172,10,262,0,21
1762018,12,189,0,0,0,14,0,22,0,21,0,13,0,44,0,34,0,32,0,9,0,77,0,0,0,74,0,34,0,0,0,0,0,0,0,0,0,79,11,106,0,0
1762024,17,473,0,0,0,28,0,53,0,69,0,66,0,69,0,81,0,56,0,51,13,187,0,13,0,181,0,88,0,0,0,0,0,0,0,0,0,187,13,280,0,6
1762025,150,2151,0,0,0,158,19,374,20,273,14,245,19,308,24,347,25,269,24,175,76,897,12,107,21,746,36,389,0,0,0,8,0,0,0,0,64,912,85,1224,0,15
1762033,7,544,0,0,0,32,0,64,0,75,0,81,0,71,0,102,0,58,0,61,0,434,0,0,0,92,0,9,0,0,0,0,0,0,0,0,0,175,0,364,0,0
1762034,85,1340,0,0,0,86,12,197,6,148,0,146,0,157,0,161,6,101,45,344,54,640,11,100,0,392,15,190,0,11,0,6,0,0,0,0,30,388,55,929,0,23
1762035,58,1613,0,0,0,45,14,245,8,246,8,208,15,294,6,300,0,192,0,83,33,432,10,90,14,973,0,104,0,0,0,13,0,0,0,0,19,771,36,803,0,39
1762040,193,3303,0,7,26,312,44,473,33,489,25,465,33,542,20,506,10,278,0,231,74,1144,37,149,22,1422,7,381,0,0,50,200,0,0,0,0,81,1336,112,1911,0,56
1762049,9,1031,0,0,0,30,0,104,0,105,0,93,0,126,0,154,0,154,0,264,7,580,0,8,0,428,0,8,0,0,0,7,0,0,0,0,0,367,0,605,0,59
1762052,20,984,0,0,0,47,0,113,0,105,0,107,0,149,0,138,0,126,0,198,19,157,0,0,0,797,0,29,0,0,0,0,0,0,0,0,7,335,13,642,0,7
1762056,31,1219,0,0,0,132,7,122,0,153,0,138,7,189,0,207,0,119,0,158,21,701,0,0,10,498,0,10,0,0,0,6,0,0,0,0,11,415,19,677,0,127
1762059,7,54,0,0,0,0,0,10,0,9,0,7,0,7,0,15,0,0,0,0,0,0,0,19,0,27,0,0,0,0,0,0,0,0,0,0,0,17,0,36,0,0
1762060,49,468,0,0,9,56,7,63,7,61,10,71,7,93,6,67,0,47,0,10,0,26,32,91,0,279,0,39,0,0,10,33,0,0,0,0,23,186,25,274,0,8
1762062,20,1384,0,0,0,99,0,220,0,163,0,140,6,175,0,138,0,156,0,292,12,820,0,56,0,302,0,194,0,0,0,10,0,0,0,0,8,355,12,928,0,101
1762067,8,140,0,0,0,11,0,19,0,18,0,17,0,27,0,24,0,13,0,11,6,74,0,0,0,54,0,12,0,0,0,0,0,0,0,0,0,70,0,70,0,0
1762069,11,260,0,0,0,23,0,23,0,44,0,43,6,50,0,35,0,26,0,16,8,191,0,0,0,61,0,7,0,0,0,0,0,0,0,0,0,95,7,155,0,10
1762088,8,780,0,0,0,87,0,84,0,88,0,91,0,89,0,84,0,73,0,184,6,565,0,0,0,194,0,9,0,0,0,9,0,0,0,0,0,203,6,475,0,102
1762090,14,126,0,0,0,13,6,21,0,8,0,10,0,19,0,29,0,16,0,10,0,0,11,19,0,98,0,6,0,0,0,0,0,0,0,0,0,32,13,92,0,0
1762095,28,592,0,0,0,30,0,95,8,89,0,84,7,95,0,99,0,72,0,28,20,237,0,9,0,235,0,111,0,0,0,0,0,0,0,0,14,255,13,328,0,9
1762201,136,1039,0,6,30,190,27,206,22,155,20,162,20,154,11,93,0,53,0,20,10,106,19,96,7,312,0,60,0,0,97,464,0,0,0,0,61,481,75,547,0,11
1762203,77,692,0,0,8,92,15,77,15,101,12,91,10,117,7,96,7,97,0,21,0,13,72,255,0,357,0,60,0,0,0,6,0,0,0,0,31,296,46,382,0,14
1762204,75,640,0,0,0,71,12,76,11,82,22,84,13,137,8,102,0,63,0,25,0,11,65,209,0,381,0,32,0,0,0,6,0,0,0,0,28,266,47,364,0,10
1762205,91,909,0,0,7,95,17,108,20,132,15,131,12,161,11,153,6,86,0,42,0,10,83,373,7,461,0,58,0,0,0,7,0,0,0,0,26,347,65,542,0,20
1762206,213,1470,0,0,23,144,50,288,34,252,37,266,39,227,17,159,8,82,0,49,17,162,182,629,11,564,0,94,0,0,0,18,0,0,0,0,80,562,133,865,0,43
1762207,119,758,0,0,16,133,19,95,16,101,22,118,22,126,12,101,7,58,0,25,0,22,106,319,9,349,0,64,0,0,0,0,0,0,0,0,51,306,68,439,0,13
1762208,120,1369,0,0,13,119,14,208,17,203,23,207,13,259,27,196,6,87,6,85,25,370,63,231,19,617,10,124,0,6,0,21,0,0,0,0,54,568,62,768,0,33
1762215,7,138,0,0,0,10,0,32,0,25,0,33,0,14,0,11,0,0,0,9,0,105,0,0,0,21,0,10,0,0,0,0,0,0,0,0,0,42,0,86,0,10
1762216,7,263,0,0,0,12,0,39,0,32,0,29,0,37,0,37,0,26,0,51,6,195,0,0,0,53,0,15,0,0,0,0,0,0,0,0,0,102,0,156,0,0
1762217,9,62,0,0,0,11,0,11,0,0,0,10,0,9,0,8,0,0,0,0,9,42,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,30,0,28,0,0
1762220,210,1460,0,10,13,154,24,243,20,267,25,239,23,176,19,169,29,101,57,101,74,521,74,183,54,594,7,143,0,0,0,16,0,0,0,0,79,616,130,765,0,79
1762221,198,1823,0,7,32,177,38,341,39,306,28,287,35,312,14,224,7,114,0,55,39,469,92,319,47,825,16,185,0,6,0,17,0,0,0,0,66,697,122,1079,10,47
1762223,80,1338,0,0,0,89,13,157,18,195,12,200,16,222,7,206,7,125,0,142,21,313,42,169,14,684,0,152,0,0,0,17,0,0,0,0,28,401,49,680,0,257
1762226,242,2434,0,9,18,187,42,350,29,353,25,352,43,447,35,373,30,168,20,195,68,538,109,381,45,1273,12,228,0,0,0,11,0,0,0,0,95,893,142,1434,0,107
1762230,28,556,0,0,9,46,9,104,0,63,0,64,0,77,0,49,0,47,0,105,15,425,0,0,0,105,0,20,0,0,6,6,0,0,0,0,13,172,15,358,0,26
1762231,88,759,0,0,0,53,0,86,7,93,6,64,0,95,9,99,10,80,46,187,77,604,0,11,0,122,0,13,0,0,0,7,0,0,0,0,28,238,59,485,0,36
1762232,50,1215,0,0,8,99,10,158,14,173,0,178,0,194,0,150,0,128,0,132,12,527,10,99,8,458,9,49,0,0,11,80,0,0,0,0,24,388,24,722,0,105
1762233,103,862,0,0,7,79,25,156,25,131,17,96,18,139,0,121,0,60,0,75,68,503,0,16,0,299,0,8,0,0,32,36,0,0,0,0,60,392,41,427,0,43
1762234,201,2601,0,0,28,289,49,443,43,437,30,412,25,401,11,333,14,179,0,102,50,981,42,187,29,952,12,201,0,6,68,274,0,0,0,0,90,1118,108,1453,0,30
1762236,59,539,0,0,0,48,9,69,0,92,0,69,0,93,0,53,0,48,27,65,44,190,0,0,11,318,0,22,0,0,0,6,0,0,0,0,18,210,41,319,0,10
1762237,6,550,0,0,0,61,0,55,0,69,0,86,0,78,0,49,0,40,0,109,0,374,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,115,0,292,0,143
1762238,8,56,0,0,0,0,0,12,0,10,0,8,0,6,0,8,0,7,0,0,6,33,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,22,0,24,0,10
1762239,22,240,0,0,0,14,0,31,0,51,0,32,0,38,0,41,0,21,0,11,8,97,0,0,9,127,0,14,0,0,0,0,0,0,0,0,7,101,14,134,0,0
1762240,6,62,0,0,0,0,0,0,0,16,0,11,0,13,0,13,0,0,0,0,0,30,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,27,0,33,0,0
1762241,7,80,0,0,0,14,0,8,0,9,0,8,0,14,0,13,0,11,0,0,7,52,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,39,0,40,0,0
1762242,6,66,0,0,0,7,0,7,0,9,0,7,0,7,0,19,0,6,0,0,6,44,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,27,0,37,0,0
1762243,11,283,0,0,0,35,0,45,0,34,0,34,0,42,0,54,0,24,0,13,8,167,0,0,0,87,0,27,0,0,0,0,0,0,0,0,0,129,6,145,0,9
1762245,7,112,0,0,0,8,7,34,0,11,0,13,0,23,0,14,0,7,0,0,0,78,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,38,0,69,0,0
1762246,13,824,0,0,0,45,0,102,0,165,0,140,0,105,0,109,0,87,0,70,0,316,0,9,6,476,0,19,0,0,0,0,0,0,0,0,0,385,7,422,0,17
1762249,24,1041,0,0,0,62,6,139,6,115,0,114,0,128,0,203,0,116,0,162,18,627,0,0,0,352,0,50,0,0,0,6,0,0,0,0,12,392,12,636,0,13
1762254,101,642,0,0,0,21,0,87,0,80,0,53,6,88,18,128,21,77,46,108,39,384,9,46,51,168,0,33,0,0,0,8,0,0,0,0,33,204,67,426,0,12
1762255,7,56,0,0,0,0,0,9,0,13,0,9,0,12,0,8,0,0,0,0,0,39,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,15,0,38,0,0
1762257,13,207,0,0,0,19,0,19,0,38,0,22,0,36,0,42,0,15,0,15,10,160,0,0,0,40,0,7,0,0,0,0,0,0,0,0,6,71,7,126,0,10
1762258,25,922,0,0,0,70,0,126,0,138,6,135,0,149,0,129,0,89,0,83,16,353,0,30,6,485,0,46,0,0,0,0,0,0,0,0,8,345,17,564,0,13
1762260,16,285,0,0,0,24,0,48,0,44,0,36,0,53,0,41,0,26,0,12,11,144,0,0,0,113,0,27,0,0,0,0,0,0,0,0,6,125,10,152,0,8
1762264,59,199,0,0,0,21,0,29,0,22,0,29,0,38,6,24,9,25,26,11,25,115,0,0,32,69,0,13,0,0,0,0,0,0,0,0,22,78,37,110,0,11
1762265,46,873,0,0,0,47,9,119,8,212,0,89,7,107,12,176,0,61,0,62,30,638,0,8,7,185,0,20,0,0,7,21,0,0,0,0,14,292,30,524,0,57
1762269,127,1868,0,0,6,156,22,308,27,338,23,270,21,294,13,254,9,161,6,82,48,655,40,183,24,796,8,177,0,12,6,42,0,0,0,0,51,755,72,1066,0,47
1762272,50,209,0,0,0,26,14,36,13,40,10,33,0,29,0,20,0,20,0,0,7,81,0,0,0,48,0,0,0,0,42,76,0,0,0,0,26,92,21,100,0,17
1762274,12,581,0,0,0,48,0,96,0,73,0,92,0,73,0,75,0,59,0,65,11,239,0,6,0,332,0,0,0,0,0,0,0,0,0,0,6,199,6,350,0,32
1762278,16,566,0,0,0,45,0,100,0,67,0,65,0,88,0,76,0,48,0,77,15,236,0,0,0,317,0,11,0,0,0,0,0,0,0,0,7,177,9,370,0,19
1762285,22,250,0,0,0,18,0,36,0,29,0,38,0,34,0,47,0,34,0,14,17,130,0,0,0,87,0,29,0,0,0,0,0,0,0,0,8,109,13,137,0,0
1762286,52,566,0,0,0,42,13,100,9,79,0,70,11,86,7,74,0,43,0,72,36,316,7,14,0,220,0,0,0,0,0,7,0,0,0,0,17,207,35,288,0,71
1762288,33,318,0,0,0,35,0,43,8,48,0,59,6,55,12,51,0,20,0,6,25,215,0,0,0,92,0,0,0,0,7,7,0,0,0,0,17,135,14,162,0,21
1762293,11,425,0,0,0,28,0,80,0,94,0,34,0,46,0,47,0,42,0,54,7,320,0,0,0,79,0,16,0,0,0,0,0,0,0,0,0,144,8,255,0,26
1762294,41,865,0,0,0,65,6,120,8,172,11,137,0,148,6,118,0,75,0,30,32,477,0,20,6,286,0,67,0,0,0,14,0,0,0,0,16,375,24,478,0,12
1762295,14,95,0,0,0,16,0,12,0,21,0,15,0,11,0,14,0,6,0,0,10,48,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,37,9,57,0,0
1762298,76,1372,0,0,0,166,15,200,12,189,6,155,17,211,14,172,0,81,6,198,58,928,0,25,12,364,0,28,0,0,0,27,0,0,0,0,36,473,38,871,0,28
1762301,62,5457,0,0,6,276,15,597,8,703,0,687,13,931,6,563,8,574,0,1124,33,3694,17,94,10,1574,0,19,0,13,0,56,0,0,0,0,31,1907,30,2723,0,827
1762305,58,832,0,0,9,110,16,112,0,95,6,82,9,127,9,126,0,99,0,81,38,440,7,7,12,370,0,0,0,0,0,10,0,0,0,0,31,309,27,458,0,65
1762353,7,435,0,0,0,20,0,64,0,41,0,69,0,65,0,95,0,36,0,45,0,291,0,0,0,126,0,9,0,0,0,7,0,0,0,0,0,170,0,227,0,38
1762401,8,1397,0,0,0,90,0,163,0,149,0,142,0,221,0,231,0,212,0,188,8,998,0,6,0,201,0,182,0,0,0,6,0,0,0,0,0,520,0,858,0,19
1762420,7,325,0,0,0,23,0,36,0,21,0,43,0,53,0,55,0,54,0,40,0,228,0,0,0,52,0,42,0,0,0,0,0,0,0,0,0,124,0,199,0,0
1762427,6,88,0,0,0,9,0,12,0,17,0,13,0,15,0,11,0,6,0,0,6,48,0,0,0,31,0,9,0,0,0,0,0,0,0,0,0,31,0,55,0,0
1762428,9,275,0,0,0,20,0,37,0,41,0,48,0,40,0,35,0,40,0,14,9,235,0,0,0,30,0,9,0,0,0,0,0,0,0,0,6,123,0,151,0,0
1762439,6,520,0,0,0,49,0,70,0,78,0,62,0,58,0,75,0,63,0,65,6,208,0,0,0,309,0,0,0,0,0,0,0,0,0,0,0,170,0,321,0,29
1762441,10,411,0,0,0,29,0,42,0,43,0,50,0,78,0,56,0,48,0,65,6,168,0,0,0,235,0,8,0,0,0,0,0,0,0,0,0,148,0,261,0,0
1762447,16,435,0,0,0,22,0,54,0,39,0,50,0,56,0,53,0,48,11,113,15,356,0,0,0,25,0,52,0,0,0,0,0,0,0,0,6,136,10,296,0,0
1762448,37,736,0,0,0,37,0,69,0,65,0,97,0,108,0,96,0,83,25,181,35,538,0,0,0,164,0,30,0,0,0,0,0,0,0,0,16,236,21,479,0,21
1762450,6,1207,0,0,0,147,0,138,0,152,0,134,0,179,0,174,0,147,0,135,0,496,0,0,0,682,0,17,0,6,0,0,0,0,0,0,0,446,0,750,0,11
